Site_ID,Site_Name,Pulse_Name,Outcome,ARI_Status,ARI_Class,ARI_Class_Threshold,ARI_Female_Denominator_Confidence,Breeding_Type,Complex_Types,Hatch_Date,Substrate,Colony_Size,Deployment_Start,Deployment_End,ARI_Window_Female_Start,ARI_Window_Female_End,Incubation_Days,ARI_Total_Female_Recordings,Female_Detection_Recordings,Female_Detection_Rate,ARI_Window_Nestling_Start,ARI_Window_Nestling_End,Nestling_Days,ARI_Total_Nestling_Recordings,Nestling_Detection_Recordings,Nestling_Detection_Rate,ARI,Fledgling_Window_Start,Fledgling_Window_End,Fledgling_Days,Fledgling_Total_Recordings,Fledgling_Detection_Recordings,Fledgling_Detection_Rate,Fledglings_Present,Latest_Fledgling_Rec
33984,2022 WA Harder Spring,2022 Washington State - Harder Spring p2,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Additions,,2022-06-07,"Bulrush, cattails, common reed",200,2022-03-18,2022-07-13,2022-05-29,2022-06-04,7,273,76,0.278,2022-06-12,2022-06-18,7,273,178,0.652,,2022-06-16,2022-06-23,8,312,81,0.26,Yes,2022-06-22
33845,2022 WA1,2022 Washington State - McCain Wetands p1,Successful,NHD,Not ARI-scorable,0.5,No female denominator,Unknown,,NHD,"Bulrush, cattails, common reed",175,2022-05-27,2022-08-01,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
34088,2022 Wind Wolves Preserve Pleitito Creek,2022 Wind Wolves Preserve - Pleitito Creek p1,No Colony,NHD,Not ARI-scorable,0.5,No female denominator,No Colony,,NHD,Stinging nettle,No Colony,2022-03-11,2022-05-26,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
34087,2022 Wind Wolves Preserve Santiago Wetlands,2022 Wind Wolves Preserve - Santiago Wetlands p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Moderate female denominator,Asynchronous,,~2022-04-21,Stinging nettle,75,2022-02-23,2022-08-17,2022-04-12,2022-04-18,7,273,8,0.029,2022-04-26,2022-05-02,7,273,9,0.033,,2022-04-30,2022-05-07,8,312,114,0.365,Yes,2022-05-07
48459,2023 Laguna Fry Confluence - 45 Sump,2023 45 Sump p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-05-11,Himalayan blackberry,5500,2023-04-25,2023-06-18,2023-05-02,2023-05-08,7,273,178,0.652,2023-05-16,2023-05-22,7,273,166,0.608,0.933,2023-05-20,2023-05-27,8,312,139,0.446,Yes,2023-05-27
48395,2023 Baja Rancho Cinega,2023 Baja Ciénega Redonda North p1,Successful,NHD,Not ARI-scorable,0.5,No female denominator,Unknown,,NHD,Cattails,150,2023-04-14,2023-08-22,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48455,2023 Colusa NWR T27.1,2023 Colusa NWR T27-1&2 p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-07-16,"Bulrush, cattails",2000,2023-06-01,2023-08-01,2023-07-07,2023-07-13,7,273,177,0.648,2023-07-21,2023-07-27,7,273,79,0.289,0.446,2023-07-25,2023-08-01,8,288,22,0.076,Yes,2023-07-30
58629,2023 Colusa NWR T27.2,2023 Colusa NWR T27-2S p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-20,"Bulrush, cattails",23000,2023-06-01,2023-08-01,2023-06-11,2023-06-17,7,273,62,0.227,2023-06-25,2023-07-01,7,273,113,0.414,1.824,2023-06-29,2023-07-06,8,312,70,0.224,Yes,2023-07-06
48473,2023 Conaway Ranch - HQ,2023 Conaway Ranch Headquarters p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-13,Himalayan blackberry,5000,2023-05-24,2023-07-05,2023-06-04,2023-06-10,7,273,181,0.663,2023-06-18,2023-06-24,7,273,203,0.744,1.122,2023-06-22,2023-06-29,8,312,101,0.324,Yes,2023-06-29
48474,2023 Conaway Ranch NE,2023 Conaway Ranch NE p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-11,Himalayan blackberry,9000,2023-05-26,2023-07-11,2023-06-02,2023-06-08,7,273,90,0.33,2023-06-16,2023-06-22,7,273,64,0.234,0.709,2023-06-20,2023-06-27,8,312,21,0.067,Yes,2023-06-27
48477,2023 Conaway Ranch North 1,2023 Conaway Ranch North 1 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-18,"Himalayan blackberry, cattails",10000,2023-06-08,2023-07-13,2023-06-09,2023-06-15,7,273,194,0.711,2023-06-23,2023-06-29,7,273,251,0.919,1.293,2023-06-27,2023-07-04,8,312,173,0.554,Yes,2023-07-04
48476,2023 Conaway Ranch North 2,2023 Conaway Ranch North 2 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-28,"Himalayan blackberry, cattails",10000,2023-06-13,2023-07-27,2023-06-19,2023-06-25,7,273,166,0.608,2023-07-03,2023-07-09,7,273,123,0.451,0.742,2023-07-07,2023-07-14,8,312,160,0.513,Yes,2023-07-14
48472,2023 Delevan T6,2023 Delevan NWR T6 p1,No TRBL,NHD,Not ARI-scorable,0.5,No female denominator,No TRBL,,NHD,Bulrush,No Colony,2023-05-30,2023-07-25,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48454,2023 Delevan NWR T43.1,2023 Delevan NWR T43-1 p1,No TRBL,NHD,Not ARI-scorable,0.5,No female denominator,No TRBL,,NHD,"Bulrush, cattails, Himalayan blackberry",No Colony,2023-05-16,2023-07-18,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48877,2023 Delevan NWR T43.2,2023 Delevan NWR T43-2 p1,No TRBL,NHD,Not ARI-scorable,0.5,No female denominator,No TRBL,,NHD,"Bulrush, cattails, Himalayan blackberry",No Colony,2023-05-16,2023-09-16,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48462,2023 Creed Rd,2023 Denverton Creek p1,Abandoned,OK,No detected offspring acoustic evidence,0.5,Low female denominator,Simple,,2023-05-21,Himalayan blackberry,1000,2023-03-12,2023-08-07,2023-05-12,2023-05-18,7,273,1,0.004,2023-05-26,2023-06-01,7,273,0,0.0,0.0,2023-05-30,2023-06-06,8,312,0,0.0,No,ND
48463,2023 Hale Road,2023 Hale Road p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-06-06,"Himalayan blackberry, cattails",10000,2023-04-18,2023-07-08,2023-05-28,2023-06-03,7,273,270,0.989,2023-06-11,2023-06-17,7,273,224,0.821,0.83,2023-06-15,2023-06-22,8,312,231,0.74,Yes,2023-06-22
48463,2023 Hale Road,2023 Hale Road p2,Unknown,NHD,Not ARI-scorable,0.5,No female denominator,Sequential,,NHD,"Himalayan blackberry, cattails",10000,2023-04-18,2023-07-08,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48468,2023 Hale Road Site 2,2023 Hale Road Site 2 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-06,"Himalayan blackberry, cattails",10000,2023-04-11,2023-07-08,2023-05-28,2023-06-03,7,273,261,0.956,2023-06-11,2023-06-17,7,273,261,0.956,1.0,2023-06-15,2023-06-22,8,312,260,0.833,Yes,2023-06-22
48457,2023 Iron Point,2023 Iron Point p1,Partially Abandoned,NHD,Not ARI-scorable,0.5,No female denominator,Simple,,NHD,Himalayan blackberry,600,2023-05-09,2023-08-22,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48434,2023 Kentucky Lateral,2023 Kentucky Lateral p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Asynchronous,,2023-04-26,Bull thistle,500,2023-04-15,2023-05-22,2023-04-17,2023-04-23,7,273,122,0.447,2023-05-01,2023-05-07,7,273,70,0.256,,2023-05-05,2023-05-12,8,312,5,0.016,Yes,2023-05-12
48467,2023 Kern - Canebreak Ecological Reserve 4,2023 Kern - Canebreak Ecological Reserve 4 p1,No TRBL,NHD,Not ARI-scorable,0.5,No female denominator,No TRBL,,NHD,Stinging nettle,No Colony,2023-05-25,2023-08-11,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48470,2023 Kern - HQ2,2023 Kern - Headquarters 2 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-06-08,Sandbar Willow,100,2023-05-03,2023-08-11,2023-05-30,2023-06-05,7,273,77,0.282,2023-06-13,2023-06-19,7,273,173,0.634,2.248,2023-06-17,2023-06-24,8,312,145,0.465,Yes,2023-06-24
48470,2023 Kern - HQ2,2023 Kern - Headquarters 2 p2,Successful,OK,High offspring acoustic activity,0.5,Low female denominator,Sequential,,2023-07-05,Sandbar Willow,100,2023-05-03,2023-08-11,2023-06-26,2023-07-02,7,272,3,0.011,2023-07-10,2023-07-16,7,273,92,0.337,30.636,2023-07-14,2023-07-21,8,311,13,0.042,Yes,2023-07-21
48465,2023 Laguna Fry Confluence - Site 1,2023 Laguna Frye Confluence 3 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-05-17,"Himalayan blackberry, cattails, tule",17500,2023-05-09,2023-06-18,2023-05-08,2023-05-14,7,217,162,0.747,2023-05-22,2023-05-28,7,273,121,0.443,0.593,2023-05-26,2023-06-02,8,312,152,0.487,Yes,2023-05-31
48747,2023 Weagell Property 1,2023 Laguna Frye Confluence 1 p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Complex,"Additions, Sequential",2023-05-09,"Himalayan blackberry, cattails",17500,2023-04-19,2023-06-18,2023-04-30,2023-05-06,7,273,164,0.601,2023-05-14,2023-05-20,7,273,49,0.179,,2023-05-18,2023-05-25,8,312,83,0.266,Yes,2023-05-25
48747,2023 Weagell Property 1,2023 Laguna Frye Confluence 1 p2,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Complex,"Additions, Sequential",2023-05-24,"Himalayan blackberry, cattails",17500,2023-04-19,2023-06-18,2023-05-15,2023-05-21,7,273,38,0.139,2023-05-29,2023-06-04,7,273,113,0.414,,2023-06-02,2023-06-09,8,312,186,0.596,Yes,2023-06-09
48747,2023 Weagell Property 1,2023 Laguna Frye Confluence 1 p3,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Moderate female denominator,Complex,"Additions, Sequential",~2023-06-05,"Himalayan blackberry, cattails",17500,2023-04-19,2023-06-18,2023-05-27,2023-06-02,7,273,15,0.055,2023-06-10,2023-06-16,7,272,72,0.265,,2023-06-14,2023-06-18,5,172,11,0.064,Yes,2023-06-17
48458,2023 Weagell Property 2,2023 Laguna Frye Confluence 2 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-05-19,"Himalayan blackberry, cattails",17500,2023-04-25,2023-06-18,2023-05-10,2023-05-16,7,273,63,0.231,2023-05-24,2023-05-30,7,273,103,0.377,1.632,2023-05-28,2023-06-04,8,312,303,0.971,Yes,2023-06-04
48458,2023 Weagell Property 2,2023 Laguna Frye Confluence 2 p2,Unknown,NHD,Not ARI-scorable,0.5,No female denominator,Sequential,,NHD,"Himalayan blackberry, cattails",17500,2023-04-25,2023-06-18,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48428,2023 Los Vaqueros - Walnut Trail Marsh,2023 Los Vaqueros - Walnut Trail Marsh p1,Abandoned,OK,No detected offspring acoustic evidence,0.5,Stable female denominator,Simple,,2023-04-26,"Bulrush, cattails",500,2023-04-07,2023-07-07,2023-04-17,2023-04-23,7,273,45,0.165,2023-05-01,2023-05-07,7,273,0,0.0,0.0,2023-05-05,2023-05-12,8,312,0,0.0,No,ND
48444,2023 Los Vaqueros Reservoir,2023 Los Vaqueros Playa p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-04-28,Himalayan blackberry,2000,2023-03-24,2023-07-31,2023-04-19,2023-04-25,7,272,146,0.537,2023-05-03,2023-05-09,7,273,237,0.868,1.616,2023-05-07,2023-05-14,8,312,132,0.423,Yes,2023-05-14
48444,2023 Los Vaqueros Reservoir,2023 Los Vaqueros Playa p2,Successful,OK,High offspring acoustic activity,0.5,Moderate female denominator,Sequential,,2023-06-15,Himalayan blackberry,2000,2023-03-24,2023-07-31,2023-06-06,2023-06-12,7,273,19,0.07,2023-06-20,2023-06-26,7,273,95,0.348,4.971,2023-06-24,2023-07-01,8,310,130,0.419,Yes,2023-07-01
48436,2023 Markham Ravine,2023 Markham Ravine p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-05-31,"Himalayan blackberry, willow",3500,2023-05-15,2023-07-17,2023-05-22,2023-05-28,7,273,53,0.194,2023-06-05,2023-06-11,7,273,11,0.04,0.206,2023-06-09,2023-06-16,8,312,11,0.035,Yes,2023-06-16
48446,2023 Merced NWR - Cottonwood,2023 Merced NWR - Cottonwood Trail p1,Successful,NHD,Not ARI-scorable,0.5,No female denominator,Sequential,,NHD,"Buttonwillow, milk thistle",ND,2023-05-12,2023-06-16,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48446,2023 Merced NWR - Cottonwood,2023 Merced NWR - Cottonwood Trail p2,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Sequential,,~2023-05-25,"Buttonwillow, milk thistle",ND,2023-05-12,2023-06-16,2023-05-16,2023-05-22,7,273,37,0.136,2023-05-30,2023-06-05,7,273,0,0.0,0.0,2023-06-03,2023-06-10,8,312,4,0.013,Yes,2023-06-07
48490,2023 Merced NWR Deadman Wetland Ditch,2023 Merced NWR - Deadman Wetland Ditch p1,Abandoned,OK,No detected offspring acoustic evidence,0.5,Stable female denominator,Simple,,2023-05-31,"Milk thistle, mustard",200,2023-05-23,2023-06-27,2023-05-22,2023-05-28,7,209,66,0.316,2023-06-05,2023-06-11,7,273,0,0.0,0.0,2023-06-09,2023-06-16,8,312,0,0.0,No,ND
48448,2023 North Regional Pond,2023 North Regional Pond p1,Successful,OK,Reduced offspring acoustic activity,0.5,Moderate female denominator,Simple,,2023-05-05,"Mustard, milk thistle",150,2023-03-31,2023-06-02,2023-04-26,2023-05-02,7,273,6,0.022,2023-05-10,2023-05-16,7,273,0,0.0,0.0,2023-05-14,2023-05-21,8,312,19,0.061,Yes,2023-05-21
48397,2023 OR Dizney Rd,2023 Oregon State - Warm Springs Dizney Lane p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-05-19,"Cattails, Himalayan blackberry",87,2023-04-29,2023-07-15,2023-05-10,2023-05-16,7,273,75,0.275,2023-05-24,2023-05-30,7,273,15,0.055,0.2,2023-05-28,2023-06-04,8,312,1,0.003,Yes,2023-06-03
48392,2023 OR Eureka Rd,2023 Oregon State - Metolius Eureka Lane p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Asynchronous,,2023-05-19,"Cattails, Himalayan blackberry",100,2023-04-29,2023-07-24,2023-05-10,2023-05-16,7,273,35,0.128,2023-05-24,2023-05-30,7,273,50,0.183,,2023-05-28,2023-06-04,8,312,62,0.199,Yes,2023-06-04
48445,2023 OR Prineville North,2023 Oregon State - Prineville Grimes Rd p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-05-15,Cattails,62,2023-04-29,2023-07-15,2023-05-06,2023-05-12,7,273,87,0.319,2023-05-20,2023-05-26,7,271,214,0.79,2.476,2023-05-24,2023-05-31,8,310,35,0.113,Yes,2023-05-29
48445,2023 OR Prineville North,2023 Oregon State - Prineville Grimes Rd p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-06-21,Cattails,62,2023-04-29,2023-07-15,2023-06-12,2023-06-18,7,271,49,0.181,2023-06-26,2023-07-02,7,273,103,0.377,2.083,2023-06-30,2023-07-07,8,312,9,0.029,Yes,2023-07-07
48796,2023 Panoche Creek Preserve - Corrals NW,2023 Panoche Creek Preserve - Corrals North West p1,Successful,NHD,Not ARI-scorable,0.5,No female denominator,Simple,,NHD,"Fiddleneck, cheeseweed, London rocket, and Chilean chess",450,2023-04-29,2023-06-12,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48797,2023 Panoche Creek Preserve - Corrals SE,2023 Panoche Creek Preserve - Corrals Southeast p1,Successful,NHD,Not ARI-scorable,0.5,No female denominator,Simple,,NHD,"Fiddleneck, cheeseweed, London rocket, and Chilean chess",450,2023-04-29,2023-06-12,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48440,2023 Peterson Ranch Pond - East,2023 Petersen Ranch Pond - East p1,No Colony,NHD,Not ARI-scorable,0.5,No female denominator,No Colony,,NHD,Bulrush,No Colony,2023-04-05,2023-07-28,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48461,2023 Peterson Ranch Pond - West,2023 Petersen Ranch Pond - West p1,No Colony,NHD,Not ARI-scorable,0.5,No female denominator,No Colony,,NHD,Bulrush,No Colony,2023-04-05,2023-07-28,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48475,2023 Plumas Arboga 2,2023 Plumas Arboga 2 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-07,Himalayan blackberry,7000,2023-05-26,2023-07-08,2023-05-29,2023-06-04,7,273,245,0.897,2023-06-12,2023-06-18,7,273,230,0.842,0.939,2023-06-16,2023-06-23,8,312,175,0.561,Yes,2023-06-23
48437,2023 Plumas Arboga 8 - North Regional Pond,2023 Plumas Arboga 8 p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-05-06,Himalayan blackberry,4000,2023-04-21,2023-07-08,2023-04-27,2023-05-03,7,273,180,0.659,2023-05-11,2023-05-17,7,273,76,0.278,0.422,2023-05-15,2023-05-22,8,312,9,0.029,Yes,2023-05-22
48437,2023 Plumas Arboga 8 - North Regional Pond,2023 Plumas Arboga 8 p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-06-15,Himalayan blackberry,4000,2023-04-21,2023-07-08,2023-06-06,2023-06-12,7,273,160,0.586,2023-06-20,2023-06-26,7,273,242,0.886,1.512,2023-06-24,2023-07-01,8,312,121,0.388,Yes,2023-07-01
48764,2023 Rancho Jamul North Pond - fix lat lon,2023 Rancho Jamul - North Pond p1,Successful,ND_NO_FEMALE_CALLS,Not ARI-scorable,0.5,No female denominator,Simple,,2023-05-16,NEED,NEED,2023-03-27,2023-08-04,2023-05-07,2023-05-13,7,273,0,0.0,2023-05-21,2023-05-27,7,273,23,0.084,,2023-05-25,2023-06-01,8,312,10,0.032,Yes,2023-06-01
48765,2023 Rancho Jamul Site 1 fix lat lon,2023 Rancho Jamul - Site 1 p1,Successful,ND_NO_FEMALE_CALLS,Not ARI-scorable,0.5,No female denominator,Sequential,,2023-04-25,NEED,NEED,2023-03-27,2023-08-03,2023-04-16,2023-04-22,7,273,0,0.0,2023-04-30,2023-05-06,7,273,1,0.004,,2023-05-04,2023-05-11,8,312,1,0.003,Yes,2023-05-06
48765,2023 Rancho Jamul Site 1 fix lat lon,2023 Rancho Jamul - Site 1 p2,Successful,OK,Reduced offspring acoustic activity,0.5,Moderate female denominator,Sequential,,~2023-06-16,NEED,NEED,2023-03-27,2023-08-03,2023-06-07,2023-06-13,7,273,10,0.037,2023-06-21,2023-06-27,7,273,5,0.018,0.486,2023-06-25,2023-07-02,8,312,0,0.0,No,ND
